0.13,0.0,8.56,0,0.52,6.47,97.1,2.86,5.0,384.0,20.9,395.24,12.27,19.8
0.26,0.51,8.97,0,0.53,6.23,91.2,3.06,5.0,384.0,20.9,391.23,12.67,19.4
0.11,0.85,8.56,0,0.52,6.2,54.4,2.78,5.0,370.43,20.1,393.49,13.0,21.7
0.43,0.0,10.01,0,0.55,6.72,81.6,2.96,6.0,432.0,18.51,395.59,10.3,22.8
0.22,0.22,10.6,0,0.55,5.87,77.08,3.06,5.74,432.0,17.8,396.9,17.09,18.7
0.14,0.47,10.01,0,0.55,6.25,84.2,2.96,6.0,432.0,18.55,387.42,10.45,18.5
0.15,0.0,10.01,0,0.55,6.02,73.9,3.11,5.56,396.12,17.8,395.1,10.3,19.2
0.41,0.0,10.01,0,0.58,5.87,73.1,2.48,6.0,432.0,17.8,380.23,14.35,20.4
0.14,0.51,10.01,0,0.56,5.73,75.02,2.76,6.0,432.0,17.8,391.78,13.61,19.3
0.07,1.26,25.65,0,0.58,5.87,79.07,2.26,3.18,188.0,19.1,389.15,14.37,22.0
0.15,0.0,25.65,0,0.58,5.86,97.0,2.31,2.0,188.0,19.1,370.31,16.21,17.3
0.38,0.75,25.65,0,0.58,5.92,95.8,2.01,2.0,291.77,19.1,379.38,17.58,18.8
0.17,0.4,25.65,0,0.58,5.99,84.24,1.99,4.13,338.3,19.1,385.02,14.81,21.4
0.39,0.0,22.23,0,0.58,5.61,89.6,2.31,2.0,293.15,19.1,367.0,17.0,15.7
0.33,0.62,21.97,0,0.62,6.43,94.07,1.81,4.0,437.0,21.2,372.59,15.39,18.0
0.34,0.26,20.89,0,0.62,6.46,98.9,2.12,4.0,437.0,20.59,395.04,12.6,19.2
0.59,0.52,21.89,0,0.62,6.37,97.9,2.33,4.28,437.0,21.2,385.76,11.12,23.0
0.96,0.0,21.89,0,0.63,6.18,98.4,2.35,4.04,437.0,21.2,382.1,14.59,15.6
1.04,0.0,21.9,0,0.62,6.12,93.5,1.97,4.0,437.0,21.2,378.25,16.55,17.4
2.64,-0.0,21.89,0,0.62,6.09,98.4,1.85,4.0,437.0,21.2,394.08,14.59,17.1
3.19,0.0,21.89,0,0.67,5.86,95.33,1.83,4.0,437.0,21.2,392.04,21.32,13.3
3.19,0.0,21.89,0,0.69,6.15,95.26,1.67,4.0,470.08,21.2,396.9,18.46,17.8
0.29,0.56,21.89,0,0.62,6.17,93.6,1.61,4.0,437.0,20.4,388.08,24.16,14.0
7.4,0.0,19.07,0,0.62,5.33,100.0,1.44,20.73,604.82,21.2,396.9,34.41,14.4
3.32,0.0,19.58,1,0.87,5.73,97.05,1.32,5.28,403.0,14.7,396.9,26.82,13.4
3.37,0.7,19.58,0,0.8,5.5,100.0,1.41,5.0,403.0,14.7,396.9,26.42,15.6
2.16,0.0,19.58,0,0.87,5.63,100.0,1.52,5.61,403.0,14.7,169.27,16.65,15.6
2.33,-0.0,19.58,0,0.8,5.71,93.8,1.53,6.02,406.7,14.7,268.48,16.8,17.8
2.73,0.39,19.58,0,0.87,5.6,94.9,1.53,5.0,407.18,15.25,351.85,21.45,15.4
2.26,0.0,19.58,1,0.87,6.12,97.3,1.62,5.0,403.0,14.89,308.31,14.1,21.5
1.5,0.0,19.58,0,0.7,5.4,94.73,1.59,5.0,403.0,15.1,329.43,13.28,19.6
1.13,0.2,19.58,1,0.87,6.02,88.0,1.61,5.22,403.0,14.7,343.28,12.12,15.3
3.54,0.0,19.58,0,0.74,6.15,93.15,1.75,11.64,403.0,14.7,88.01,15.02,15.6
2.45,0.0,19.55,0,0.75,5.27,95.22,1.74,5.0,403.0,14.7,288.49,16.14,13.1
1.34,0.0,19.58,0,0.6,6.07,93.62,1.76,5.0,406.92,14.7,353.89,12.27,24.3
1.92,0.0,19.3,0,0.87,6.51,94.6,2.0,5.0,402.6,14.7,364.31,11.23,23.3
1.27,0.0,19.58,1,0.66,6.25,92.6,1.8,5.0,403.0,14.7,338.92,5.5,27.0
1.43,0.0,16.36,0,0.6,7.49,90.8,1.97,5.0,400.11,14.7,374.43,1.73,50.0
1.83,0.0,19.58,1,0.6,7.8,98.2,2.04,5.0,403.0,14.7,329.21,1.92,50.0
1.84,0.0,19.19,1,0.6,8.38,93.9,2.16,5.0,403.0,14.7,319.02,3.32,50.0
2.24,0.69,19.58,0,0.6,5.85,91.8,2.42,5.0,403.0,15.89,395.11,11.64,22.7
2.01,0.0,19.58,0,0.6,7.93,96.2,2.05,5.0,403.0,15.19,369.3,3.7,50.0
1.8,0.0,19.58,0,0.6,6.05,93.27,2.43,5.0,403.0,14.7,227.61,12.14,23.8
2.3,0.0,19.58,0,0.6,6.32,95.31,2.1,5.0,403.0,14.7,297.09,11.1,23.8
1.76,-0.0,19.58,0,0.6,6.09,95.2,2.11,5.0,404.34,14.92,330.04,11.32,22.3
2.01,0.0,19.58,0,0.6,5.88,94.6,2.05,5.36,403.0,14.7,292.29,12.7,17.4
1.83,0.0,19.58,0,0.6,5.88,97.3,2.39,5.0,403.0,14.7,348.13,12.03,19.1
0.15,0.0,4.05,0,0.51,5.57,72.64,3.37,5.0,296.0,16.6,396.9,14.69,23.1
0.25,0.0,4.05,0,0.51,6.42,84.1,3.26,5.0,296.0,16.6,384.37,9.04,23.6
0.08,0.0,4.05,0,0.51,5.86,68.7,2.7,5.0,288.26,16.6,393.23,9.64,22.6
0.07,0.0,4.05,0,0.46,6.83,33.1,5.14,5.0,296.0,17.5,387.83,5.33,29.4
0.07,0.0,5.47,0,0.51,6.02,66.17,3.51,4.6,279.02,16.6,393.23,10.47,23.2
0.05,2.75,6.03,0,0.51,6.32,73.4,3.36,5.0,296.0,16.6,395.6,6.29,24.6
0.07,0.0,4.05,0,0.51,6.86,74.13,2.92,5.0,296.0,16.6,391.27,6.92,29.9
0.07,0.0,2.46,0,0.49,7.76,83.3,2.74,3.0,193.0,17.8,395.56,7.56,39.8
0.07,0.0,5.48,0,0.49,6.14,62.2,2.6,3.0,193.0,17.8,396.9,9.45,36.2
0.09,0.0,5.49,0,0.49,7.16,92.2,2.7,3.0,193.0,17.31,394.12,4.82,37.9
0.1,0.0,2.46,0,0.49,7.19,95.6,2.85,3.0,231.44,17.35,396.9,5.68,32.5
0.08,0.76,2.46,0,0.49,5.6,67.64,2.99,3.36,238.12,17.8,391.0,13.98,26.4
0.12,0.0,2.46,0,0.49,6.15,69.32,3.28,3.0,193.0,17.8,392.1,13.15,29.6
0.06,18.41,3.87,0,0.45,7.83,53.6,4.9,4.66,193.0,17.77,392.63,4.45,50.0
0.15,45.0,6.45,0,0.47,6.72,46.18,3.79,5.0,398.0,15.2,390.04,6.68,32.0
0.13,45.0,5.95,0,0.44,7.07,29.1,6.08,5.0,398.0,15.2,382.84,4.56,29.8
0.09,24.08,3.44,0,0.44,6.7,38.9,4.57,5.0,398.0,15.2,396.9,6.89,34.9
0.07,37.14,3.44,0,0.44,6.74,30.8,6.35,5.0,323.14,16.07,388.71,4.69,30.5
0.09,37.32,5.82,0,0.44,6.66,26.3,6.48,5.0,398.0,15.2,390.49,6.0,36.4
0.02,77.11,3.01,0,0.43,6.8,9.9,6.77,1.0,265.0,15.6,393.37,3.9,31.1
0.03,80.0,3.53,0,0.42,7.88,32.0,5.65,4.0,255.0,17.06,388.28,2.97,50.0
0.08,80.0,4.24,0,0.42,7.29,34.1,7.31,2.0,294.42,12.6,388.08,4.08,33.3
0.03,33.92,2.03,0,0.44,6.16,38.4,6.27,3.45,348.0,14.7,393.77,7.43,24.1
0.02,82.5,2.03,0,0.42,7.61,15.7,6.27,2.0,348.0,14.7,395.38,3.11,42.3
0.02,95.0,3.6,0,0.42,8.03,31.9,5.12,4.0,224.0,17.5,390.55,3.49,50.0
0.18,2.76,10.59,0,0.49,5.89,22.3,3.95,4.11,277.0,18.43,396.9,10.87,22.6
0.15,0.0,10.59,0,0.49,6.33,45.66,4.25,4.0,290.68,18.6,392.8,10.97,24.4
0.23,0.0,10.59,0,0.49,5.78,63.0,4.35,4.0,277.0,18.58,389.43,18.06,22.5
0.14,0.0,10.59,1,0.49,6.06,59.1,4.24,4.0,283.45,18.6,381.32,14.66,24.4
0.71,0.0,9.62,0,0.54,5.34,78.81,3.88,4.0,277.0,19.15,396.9,23.09,20.0
0.27,0.0,10.59,1,0.49,5.96,92.1,3.88,4.0,277.0,18.6,393.25,17.27,21.7
0.38,0.0,10.59,0,0.53,5.4,88.6,3.66,4.0,277.0,19.0,387.62,23.98,19.3
0.21,0.0,10.59,1,0.49,5.81,53.8,4.53,4.28,285.96,18.6,389.93,16.03,22.4
0.14,1.14,10.59,0,0.49,6.38,32.3,3.95,4.0,288.17,18.6,391.97,9.38,28.1
0.29,0.0,10.59,0,0.49,6.05,9.8,3.59,4.0,277.0,18.6,348.93,11.66,23.7
0.05,7.3,13.89,1,0.47,6.05,56.0,5.02,5.0,320.48,16.4,390.42,13.51,23.3
0.3,0.0,8.29,1,0.55,6.37,79.12,3.36,5.45,348.04,16.4,393.74,10.5,23.0
0.32,0.0,6.2,0,0.5,8.27,70.58,2.89,7.2,302.11,17.4,385.05,4.14,44.8
0.4,0.0,6.2,0,0.5,8.72,72.05,2.89,7.74,307.0,17.4,383.44,4.63,50.0
0.38,0.0,6.2,0,0.5,8.04,70.92,3.22,8.0,307.0,17.4,387.38,3.13,37.6
0.41,0.0,6.2,0,0.51,7.02,75.38,3.22,8.0,311.62,17.36,372.08,7.19,31.6
0.3,14.0,6.2,0,0.5,7.69,17.0,4.9,8.0,307.0,17.4,377.51,3.92,46.7
0.54,0.0,6.2,0,0.52,5.98,73.06,3.67,6.37,307.0,17.4,378.35,11.65,24.3
0.58,0.0,6.2,0,0.51,8.34,73.3,3.84,8.0,305.88,17.41,385.91,5.4,41.7
0.33,0.73,6.87,0,0.51,6.32,70.4,3.65,8.0,307.0,17.4,378.95,9.85,48.3
0.33,0.0,6.2,0,0.51,7.47,67.78,3.61,8.0,307.0,17.4,376.75,5.34,24.0
0.34,0.0,6.2,1,0.51,6.63,76.5,4.15,8.0,303.26,17.43,388.45,7.31,25.1
0.36,0.0,6.2,0,0.51,7.36,71.6,3.3,8.0,307.0,17.4,381.07,4.75,31.5
0.09,35.03,4.93,0,0.43,6.58,36.83,6.65,5.6,312.7,16.6,387.69,6.36,23.7
0.09,27.44,4.93,0,0.43,6.61,42.2,6.19,5.84,300.0,16.96,383.78,7.37,23.3
0.11,24.05,5.57,0,0.43,6.17,54.3,6.34,6.0,300.0,16.6,385.99,11.38,22.0
0.11,30.0,4.93,0,0.43,6.29,65.1,6.34,5.76,300.0,17.55,394.62,8.71,20.1
0.1,26.78,4.93,0,0.43,6.17,52.9,7.04,6.0,300.0,16.6,372.75,11.22,22.2
0.13,30.0,4.93,0,0.43,6.39,36.0,7.01,6.0,300.0,16.6,374.71,5.19,23.7
0.52,0.19,8.99,0,0.55,5.59,76.5,3.5,7.0,330.0,19.1,372.49,16.62,17.6
0.19,19.98,6.45,0,0.43,5.6,43.29,7.95,7.0,330.0,19.1,389.13,15.52,18.5
0.34,22.0,6.38,0,0.43,6.11,34.9,6.04,5.92,309.96,17.44,390.18,11.15,24.3
0.11,22.0,5.86,0,0.43,6.57,17.5,7.83,7.0,330.0,16.86,383.74,6.56,26.2
0.1,22.0,5.86,0,0.43,6.49,33.62,7.4,7.0,313.35,19.1,396.28,5.9,24.4
0.11,33.62,5.39,0,0.43,6.44,8.9,7.4,7.0,330.0,16.54,377.07,3.59,24.8
0.08,32.85,5.86,0,0.43,6.96,30.76,6.21,7.0,310.24,19.1,386.09,3.53,29.6
0.12,40.77,5.86,0,0.43,8.26,8.4,6.39,5.92,330.0,16.54,396.9,3.54,42.8
0.09,51.48,3.37,0,0.39,6.11,32.0,9.22,1.0,315.0,16.4,369.89,9.13,21.9
0.02,90.0,3.75,0,0.39,7.45,34.2,6.34,3.0,253.3,15.9,386.34,3.11,44.0
0.61,20.0,10.72,0,0.6,8.7,86.9,1.8,4.89,264.0,15.05,374.49,6.96,50.0
0.53,20.0,3.97,0,0.53,6.75,100.0,3.06,5.0,291.76,13.0,383.29,9.04,36.0
0.66,15.11,3.97,0,0.57,6.84,80.6,2.01,5.0,264.0,15.44,391.93,6.9,30.1
0.54,20.0,3.97,0,0.51,6.65,81.8,3.25,4.76,264.0,16.0,388.26,9.59,33.8
0.53,20.0,8.58,0,0.65,7.52,89.4,2.27,5.43,264.0,13.0,388.37,7.26,43.1
0.52,20.0,3.97,0,0.53,8.4,91.5,2.99,5.25,264.0,14.58,386.86,5.91,48.8
0.55,20.0,3.97,0,0.65,7.21,86.29,1.93,5.16,264.0,14.07,375.74,8.1,36.5
0.76,20.0,10.26,0,0.58,5.56,62.8,1.99,5.0,264.0,13.0,392.4,10.45,22.8
0.43,3.26,20.32,0,0.59,5.98,84.6,2.13,3.26,264.0,18.72,364.31,14.79,30.7
0.54,20.0,3.97,0,0.54,7.47,86.31,2.87,5.0,264.0,13.0,390.3,3.16,43.5
0.13,20.0,6.96,1,0.46,6.05,61.5,4.96,3.72,223.0,18.6,391.34,13.65,20.7
0.14,20.0,6.96,0,0.46,5.86,45.85,4.43,3.85,250.73,18.6,394.96,13.0,21.1
0.16,20.0,6.96,0,0.46,6.12,16.3,5.24,3.0,223.0,18.6,396.9,10.66,25.2
0.09,23.98,6.41,0,0.45,6.76,32.9,4.87,4.0,254.0,17.6,392.39,5.1,32.4
0.1,40.0,6.41,0,0.45,6.85,42.8,4.27,4.0,254.0,17.6,396.9,2.98,32.0
0.1,40.0,6.41,1,0.45,6.6,34.19,5.55,4.0,278.96,17.6,389.25,6.05,33.2
0.08,40.0,6.41,0,0.44,6.53,32.1,5.37,4.0,254.0,18.0,396.9,7.19,29.1
0.21,20.0,5.93,0,0.44,6.81,32.2,4.1,5.46,325.9,14.9,385.16,4.85,35.1
0.04,20.0,3.92,0,0.44,7.82,45.65,4.69,5.0,216.0,17.02,387.31,4.82,45.4
0.06,25.89,3.33,0,0.44,6.97,37.2,5.99,3.08,216.0,14.9,387.77,4.68,35.4
0.06,20.0,4.2,1,0.44,7.44,49.7,5.21,5.0,216.0,17.07,377.07,3.01,46.0
0.02,80.0,1.76,0,0.38,6.23,31.5,9.09,3.17,294.61,18.2,341.6,12.93,20.1
0.04,49.62,4.38,0,0.43,6.47,31.3,7.32,4.47,293.0,17.98,396.9,7.14,23.2
0.08,52.5,5.32,0,0.4,6.56,29.41,7.06,6.0,293.0,16.6,384.17,5.88,24.8
0.04,80.0,4.2,0,0.41,6.86,27.9,5.87,4.0,245.0,19.2,391.76,3.33,28.5
0.04,80.0,4.95,0,0.41,6.63,23.4,5.12,4.1,282.14,19.2,396.9,6.22,27.9
0.08,0.0,13.92,0,0.44,6.24,42.3,5.5,4.0,289.0,16.0,390.98,10.4,21.7
0.13,0.0,13.92,0,0.44,6.68,31.1,5.17,4.0,289.0,16.0,396.9,6.27,28.6
0.19,0.0,13.92,0,0.48,5.93,45.1,6.32,5.26,325.66,16.0,396.9,15.72,20.3
0.06,58.24,2.24,0,0.4,6.34,20.1,7.83,3.4,358.0,14.8,368.24,7.07,22.5
0.04,70.0,2.24,0,0.4,6.6,24.86,7.83,3.43,334.84,14.8,379.31,6.07,24.8
0.04,34.0,4.53,0,0.43,6.59,37.89,5.49,4.76,329.0,17.44,395.75,9.5,22.0
0.09,20.0,6.09,0,0.44,6.5,29.38,5.49,7.0,329.0,16.1,383.61,6.1,26.4
0.1,38.44,6.09,0,0.43,6.98,26.78,6.52,7.0,329.0,16.1,384.06,4.86,33.1
0.06,33.0,4.34,0,0.47,7.24,49.84,4.02,7.0,263.87,18.4,393.18,6.93,36.1
0.08,11.36,2.18,0,0.47,6.62,49.05,5.0,7.0,222.0,18.24,393.36,8.93,28.4
0.08,14.48,3.97,0,0.47,7.42,71.9,3.1,7.0,222.0,18.4,396.9,6.67,33.4
0.36,0.0,9.9,0,0.54,6.97,76.24,3.4,4.0,304.0,18.4,392.02,4.54,22.8
0.35,-0.0,9.9,0,0.54,6.23,76.7,3.4,5.74,340.78,18.4,396.24,9.97,20.3
2.64,0.0,10.68,0,0.54,6.0,67.92,3.57,4.0,304.0,19.51,371.32,12.65,16.1
0.79,1.66,9.78,0,0.54,6.12,52.8,2.64,4.0,304.0,19.23,396.9,5.98,22.1
0.37,0.0,9.1,0,0.54,6.57,87.3,3.47,4.0,304.0,18.66,391.13,10.2,23.8
0.32,0.0,9.9,0,0.54,5.91,83.2,4.0,4.0,304.0,18.4,390.7,18.33,17.8
0.25,0.0,9.9,0,0.54,5.92,71.7,4.03,4.0,304.0,18.4,391.17,15.94,19.8
0.4,0.0,9.9,0,0.54,6.14,73.41,3.53,5.14,329.28,18.39,393.45,10.36,23.1
0.61,0.26,9.9,0,0.54,6.11,58.8,3.64,4.0,304.0,19.38,396.23,10.83,21.0
0.17,0.0,7.38,0,0.49,6.43,52.3,4.79,5.0,287.0,19.6,396.9,7.2,23.8
0.18,0.0,8.91,0,0.49,6.28,54.3,4.54,5.0,324.92,19.6,396.9,6.87,23.1
0.28,0.0,7.38,0,0.49,5.98,74.3,3.55,5.0,296.8,17.78,391.13,14.03,18.5
0.14,0.0,7.38,0,0.47,6.63,38.61,5.42,4.58,287.0,18.36,393.68,5.08,24.6
0.3,0.0,7.38,0,0.49,6.35,28.9,5.42,5.0,287.0,18.29,385.23,6.15,23.0
0.24,0.0,7.38,0,0.49,6.08,43.7,5.42,5.0,287.0,19.6,396.9,12.79,22.2
0.07,9.65,3.24,0,0.46,6.18,25.8,5.21,4.0,277.11,16.9,382.44,9.97,19.3
0.14,0.0,3.24,0,0.46,6.14,31.4,5.87,4.0,276.48,16.9,368.57,9.09,19.8
0.05,24.4,6.06,0,0.44,5.71,28.4,6.55,5.2,312.5,17.82,394.02,12.43,17.1
0.05,0.0,5.19,0,0.52,6.52,38.1,5.48,4.62,224.0,20.2,389.71,5.68,22.2
0.09,15.2,5.12,0,0.52,6.61,38.5,6.46,5.0,224.0,18.19,389.4,6.75,20.7
0.04,0.0,5.66,0,0.5,6.22,45.42,5.99,5.0,224.0,20.2,396.9,8.01,21.1
0.08,0.0,5.19,0,0.52,5.87,46.3,5.23,4.5,224.0,20.2,394.26,9.8,19.5
0.03,8.47,6.24,0,0.52,6.12,59.6,5.62,5.0,224.0,20.2,394.81,10.56,18.5
0.03,0.0,6.0,0,0.52,6.34,37.3,4.81,5.0,224.0,19.78,396.14,7.11,20.6
0.06,0.0,6.37,0,0.5,5.98,45.4,4.81,4.64,224.0,20.2,395.25,9.74,19.0
0.06,0.0,6.45,0,0.52,5.97,58.5,4.81,5.0,256.08,20.2,396.9,9.29,18.7
0.01,35.0,3.35,0,0.44,7.24,49.3,7.04,1.0,271.33,15.5,388.8,5.59,32.7
0.03,55.0,3.78,0,0.48,6.87,28.1,6.47,5.0,370.0,17.6,387.97,4.61,31.2
0.03,0.0,4.39,0,0.45,6.23,48.5,8.01,3.0,257.72,18.8,385.64,10.53,17.5
0.28,12.6,4.39,0,0.44,6.13,52.3,8.01,3.0,263.29,18.8,364.61,12.67,17.2
